,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,kamenka,0,RU,1582695274,93,51.32,42.77,28.0,5.01
389,atar,30,MR,1582695275,12,20.52,-13.05,66.92,12.71
390,morong,40,PH,1582695275,52,14.51,121.24,89.6,5.82
391,asfi,0,MA,1582695275,94,32.3,-9.24,50.07,9.95
392,bassila,0,BJ,1582695275,24,9.01,1.67,64.72,4.43
393,gerash,75,IR,1582695275,59,27.67,54.14,64.4,4.7
394,santa cruz,75,BO,1582695220,88,-17.8,-63.17,75.2,2.24
395,valdivia,2,CL,1582695275,67,-39.81,-73.25,57.2,8.05
396,yinchuan,83,CN,1582695275,28,38.47,106.27,54.14,4.45
397,dori,11,BF,1582695275,14,14.04,-0.03,66.24,8.75
398,rybnaya sloboda,75,RU,1582695275,79,55.46,50.14,28.4,17.9
399,verkhnevilyuysk,37,RU,1582695275,92,63.45,120.32,11.75,4.07
400,jardim,74,BR,1582695275,97,-21.48,-56.14,72.86,4.05
401,lambari,100,BR,1582695276,96,-21.98,-45.35,64.69,1.12
402,mundo nuevo,22,MX,1582695276,81,18.7,-95.5,74.25,6.46
403,ilulissat,64,GL,1582695276,57,69.22,-51.1,-7.6,2.24
404,sabang,72,ID,1582695276,79,5.89,95.32,82.47,20.11
405,coihaique,76,CL,1582695276,66,-45.58,-72.07,55.4,10.29
406,necochea,6,AR,1582695062,95,-38.55,-58.74,48.99,8.93
407,zhaotong,8,CN,1582695276,46,27.32,103.72,59.58,4.41
408,morant bay,20,JM,1582695276,74,17.88,-76.41,80.6,17.22
409,anbu,20,CN,1582695276,48,23.45,116.68,86.0,4.47
410,mao,69,ES,1582695276,82,39.89,4.27,55.4,8.05
411,san fernando,75,PH,1582695276,46,15.03,120.69,91.4,4.7
412,rodino,51,RU,1582695277,83,52.5,80.25,19.56,15.03
413,kandrian,96,PG,1582695277,70,-6.22,149.55,86.02,6.38
414,port arthur,0,CN,1582695277,47,38.8,121.27,35.6,17.9
415,novopskov,60,UA,1582695277,83,49.55,39.09,35.64,13.35
416,sola,45,VU,1582695277,76,-13.88,167.55,83.37,12.28
417,baruni,4,IN,1582695277,53,25.48,85.98,74.79,9.73
418,shetpe,0,KZ,1582695277,51,44.17,52.12,37.09,21.79
419,andijon,50,UZ,1582695060,57,40.78,72.34,55.4,2.24
420,maniitsoq,35,GL,1582695277,63,65.42,-52.9,5.29,5.14
421,groningen,100,NL,1582695253,100,53.25,6.75,37.0,3.36
422,leeton,0,AU,1582695277,30,-34.57,146.4,82.4,14.99
423,mana,40,GF,1582695278,92,5.66,-53.78,69.75,1.81
424,zlobin,75,HR,1582695278,76,45.29,14.65,55.0,12.75
425,kailua,75,US,1582695278,73,21.4,-157.74,75.2,13.87
426,portland,90,US,1582694981,70,45.52,-122.68,48.99,2.73
427,saint anthony,90,US,1582695278,68,45.02,-93.22,32.0,12.75
428,yenagoa,87,NG,1582695278,93,4.92,6.26,76.48,2.42
429,vao,17,NC,1582695278,80,-22.67,167.48,79.29,16.89
430,lima,75,PE,1582695163,83,-12.04,-77.03,75.2,14.99
431,fortuna,1,US,1582695278,87,40.6,-124.16,46.99,1.34
432,palm coast,90,US,1582695258,88,29.59,-81.21,66.2,3.36
433,houma,1,US,1582695279,100,29.6,-90.72,59.0,3.47
434,hovd,0,MN,1582695279,50,48.01,91.64,18.95,6.22
435,vila franca do campo,20,PT,1582695279,76,37.72,-25.43,57.2,10.29
436,bonavista,100,CA,1582695279,89,48.65,-53.11,32.0,7.0
437,banda aceh,63,ID,1582695279,52,5.56,95.32,89.53,9.6
438,snezhnogorsk,0,RU,1582695279,77,69.19,33.25,-2.2,4.54
439,pilar,40,BR,1582695279,88,-9.6,-35.96,77.0,4.7
440,megion,67,RU,1582695279,85,61.03,76.11,15.8,11.18
441,bathsheba,20,BB,1582695279,78,13.22,-59.52,77.0,10.29
442,illapel,0,CL,1582695279,66,-31.63,-71.17,53.64,1.03
443,kolda,29,SN,1582695279,14,12.88,-14.95,75.65,4.76
444,haines junction,99,CA,1582695280,99,60.75,-137.51,-5.37,2.64
445,paramonga,51,PE,1582695280,92,-10.67,-77.83,72.27,10.56
446,shubarshi,93,KZ,1582695280,91,48.59,57.19,31.51,27.27
447,sinnamary,69,GF,1582695280,70,5.38,-52.95,78.69,13.82
448,los llanos de aridane,20,ES,1582695280,82,28.66,-17.92,70.0,10.29
449,cabo san lucas,5,MX,1582695161,52,22.89,-109.91,66.99,5.82
450,puerto ayacucho,55,VE,1582695280,88,5.66,-67.62,74.91,2.28
451,camacha,40,PT,1582695280,77,33.08,-16.33,59.0,8.05
452,pahrump,1,US,1582695140,33,36.21,-115.98,46.99,4.7
453,rocha,17,UY,1582695280,83,-34.48,-54.33,51.91,1.1
454,kieta,100,PG,1582695280,69,-6.22,155.63,84.69,3.87
455,suez,0,EG,1582695281,68,29.97,32.53,56.86,3.53
456,jinchang,63,CN,1582695281,28,38.5,102.17,42.22,4.72
457,la solana,59,ES,1582695281,90,38.94,-3.24,48.0,7.0
458,valreas,90,FR,1582695281,65,44.38,4.99,46.4,3.36
459,nkoteng,65,CM,1582695281,97,4.52,12.03,69.89,0.51
460,santana,75,BR,1582695281,100,-0.06,-51.18,78.8,2.24
461,poya,0,NC,1582695281,78,-21.35,165.15,80.2,12.91
462,saint-paul,90,RE,1582695281,78,-21.01,55.27,84.2,11.41
463,knysna,0,ZA,1582695281,88,-34.04,23.05,62.6,5.82
464,calama,20,CL,1582695281,71,-22.47,-68.93,57.2,11.41
465,quatre cocos,75,MU,1582695281,88,-20.21,57.76,78.8,13.87
466,port moresby,40,PG,1582695281,70,-9.44,147.18,87.8,11.41
467,brainerd,1,US,1582695282,67,46.36,-94.2,21.2,10.29
468,boa vista,15,BR,1582695282,58,2.82,-60.67,84.2,9.17
469,grand-lahou,93,CI,1582695282,82,5.14,-5.02,82.47,7.92
470,tucumcari,1,US,1582695282,53,35.17,-103.72,26.6,12.75
471,visnes,100,NO,1582695282,64,59.36,5.22,37.0,6.93
472,shelburne,75,CA,1582695282,64,44.08,-80.2,35.01,4.7
473,petropavlivka,78,UA,1582695282,79,48.46,36.44,37.67,14.83
474,atasu,79,KZ,1582695282,90,48.68,71.64,36.36,21.74
475,lakatoro,88,VU,1582695282,100,-16.1,167.42,84.2,8.05
476,russell,1,US,1582695123,93,32.35,-85.2,57.0,6.13
477,storebo,75,NO,1582695282,59,60.09,5.23,35.6,16.11
478,corinto,20,GR,1582695283,70,37.94,22.96,55.0,5.03
479,bereda,75,ES,1582695283,87,43.27,-7.54,52.0,2.24
480,kindia,17,GN,1582695283,56,10.06,-12.87,64.99,1.07
481,zhangye,68,CN,1582695283,25,38.93,100.45,47.59,9.06
482,kasongo-lunda,100,CD,1582695283,96,-6.47,16.82,70.21,0.87
483,egvekinot,80,RU,1582695283,61,66.32,-179.17,-3.37,2.8
484,cha grande,75,BR,1582695283,83,-8.24,-35.46,78.8,6.93
485,kayes,7,ML,1582695283,13,14.0,-11.0,75.09,5.68
486,birjand,90,IR,1582695283,18,32.87,59.22,62.6,13.87
487,alcaniz,90,ES,1582695283,96,41.05,-0.13,46.99,25.86
488,nemuro,16,JP,1582695284,38,43.32,145.57,26.6,12.75
489,mayo,90,US,1582695284,100,38.89,-76.51,51.01,3.22
490,agadez,48,NE,1582695284,20,19.75,10.25,57.43,6.06
491,novovarshavka,83,RU,1582695284,87,54.17,74.69,16.11,18.37
492,xiangfan,90,CN,1582695284,61,32.04,112.14,57.56,8.12
493,gomel,90,BY,1582695284,93,52.43,30.98,37.4,13.42
494,mareeba,100,AU,1582695284,74,-17.0,145.43,91.0,5.82
495,singkang,20,MY,1582695284,52,2.1,102.8,91.4,9.17
496,tabou,65,CI,1582695140,95,4.42,-7.35,75.69,1.1
497,tres arroyos,0,AR,1582695284,80,-38.37,-60.28,51.58,6.53
498,providencia,5,MX,1582695284,12,28.72,-111.58,69.01,3.36
499,sinazongwe,97,ZM,1582695285,90,-17.26,27.46,70.0,9.89
500,nantucket,90,US,1582695285,100,41.28,-70.1,44.6,3.36
501,caravelas,4,BR,1582695285,81,-17.71,-39.25,80.4,14.72
502,nyurba,14,RU,1582695285,92,63.28,118.33,11.25,5.53
503,agbor,90,NG,1582695285,95,6.25,6.19,75.18,0.69
504,stokmarknes,75,NO,1582695285,92,68.56,14.91,30.99,19.46
505,elko,1,US,1582695285,46,41.0,-115.5,28.99,3.44
506,otane,0,NZ,1582695285,55,-39.88,176.63,75.99,7.0
507,mackenzie,90,CA,1582695061,92,55.3,-123.17,28.4,6.93
508,gumdag,100,TM,1582695285,75,39.21,54.59,44.08,2.19
509,dutlwe,89,BW,1582695012,54,-23.98,23.9,70.03,10.92
510,sawankhalok,66,TH,1582695286,58,17.32,99.83,93.99,4.7
511,tukan,100,RU,1582695286,96,53.84,57.46,28.31,2.1
512,north platte,1,US,1582695199,73,41.12,-100.77,19.99,6.93
513,quelimane,75,MZ,1582695286,88,-17.88,36.89,73.4,4.7
514,moffat,20,GB,1582695286,93,55.33,-3.45,34.0,11.41
515,borgarnes,92,IS,1582695286,54,64.54,-21.92,30.2,9.17
516,ratnagiri,0,IN,1582695286,13,16.98,73.3,93.47,11.74
517,aripuana,67,BR,1582695286,99,-9.17,-60.63,70.77,0.54
518,deulgaon raja,6,IN,1582695286,29,20.02,76.03,75.2,4.7
519,saint-francois,90,FR,1582695287,80,46.42,3.91,39.2,10.29
520,hetauda,75,NP,1582695287,71,27.43,85.03,55.4,8.05
521,ornskoldsvik,0,SE,1582695287,72,63.29,18.72,15.8,4.7
522,nanyang,93,CN,1582695021,26,32.99,112.53,54.0,1.99
523,staryy nadym,100,RU,1582695287,91,65.61,72.68,18.25,18.41
524,kloulklubed,75,PW,1582695287,70,7.04,134.26,86.0,10.29
525,buraydah,0,SA,1582695287,71,26.33,43.98,51.8,8.05
526,college,1,US,1582695288,82,64.86,-147.8,-5.8,4.56
527,tomatlan,0,MX,1582695288,88,19.93,-105.25,62.94,1.81
528,srednyaya yelyuzan,0,RU,1582695288,99,53.02,45.95,24.01,10.45
529,saint-augustin,100,CA,1582695288,94,51.23,-58.65,17.47,12.95
530,westport,90,US,1582695288,93,41.14,-73.36,46.99,6.93
531,champerico,16,GT,1582695288,84,14.3,-91.92,73.85,4.09
532,kosh-agach,25,RU,1582695288,82,50.0,88.67,1.54,2.01
533,benemerito de las americas,1,MX,1582695288,91,16.52,-90.64,70.9,1.97
534,soe,83,ID,1582695288,67,-9.86,124.28,86.88,7.61
535,vydrino,100,RU,1582695289,92,51.48,104.85,15.19,3.98
536,suoyarvi,0,RU,1582695289,92,62.08,32.35,16.12,2.68
537,surgut,75,RU,1582695289,79,61.25,73.42,19.4,11.18
538,srandakan,7,ID,1582695289,63,-7.94,110.25,87.51,8.9
539,yumbel,0,CL,1582695289,87,-37.08,-72.57,55.4,8.05
540,richards bay,0,ZA,1582695289,76,-28.78,32.04,73.2,21.47
541,tommot,100,RU,1582695289,88,58.96,126.29,17.17,8.95
542,sovetskiy,100,RU,1582695289,92,61.36,63.58,19.31,12.1
543,yertarskiy,100,RU,1582695289,92,56.79,64.3,21.56,10.69
544,daugavpils,92,LV,1582695278,96,55.88,26.53,33.08,6.64
545,vila velha,20,BR,1582695289,83,-20.33,-40.29,80.6,9.17
546,eureka,1,US,1582695200,93,40.8,-124.16,45.0,3.31
547,kalmunai,48,LK,1582695290,80,7.42,81.82,81.1,14.74
548,san cristobal,40,VE,1582695041,69,7.77,-72.22,80.6,2.24
549,georgiyevka,85,KZ,1582695268,33,43.04,74.71,57.2,17.9
550,catamarca,37,AR,1582695290,88,-28.47,-65.79,48.85,1.88
551,kuminskiy,100,RU,1582695290,94,58.67,66.57,15.26,10.13
